=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-6_2-7-30
====================================================================================
2:7:30 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4148.631348, 338.999969, 10818.019531>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4147.751465, 339.000061, 10819.837891>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4147.764648, 339.000000, 10819.917969>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4147.777344, 338.999969, 10820.002930>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4147.801270, 339.000000, 10820.303711>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4147.784668, 338.999939, 10820.698242>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4146.731934, 339.000000, 10823.113281>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.776367, 339.000000, 10825.346680>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.112793, 339.000031, 10827.172852>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4144.496582, 339.000000, 10828.882813>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4144.770508, 339.000031, 10828.792969>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.051758, 339.000000, 10828.759766>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.468262, 339.000000, 10829.167969>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.923340, 339.000000, 10829.662109>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.225586, 339.000000, 10832.971680>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4144.621582, 339.000031, 10835.746094>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4144.791504, 339.000000, 10836.582031>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4144.944336, 339.000031, 10837.325195>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4144.939453, 339.000000, 10837.379883>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4144.946289, 339.000000, 10837.446289>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.571289, 339.000000, 10837.836914>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4146.159180, 339.000000, 10838.205078>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.606445, 339.000000, 10841.736328>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.075195, 339.000031, 10845.136719>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.080078, 339.000000, 10845.194336>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.092285, 339.000000, 10845.281250>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.198730, 339.000000, 10845.664063>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.315430, 338.999969, 10846.130859>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4145.698242, 339.000000, 10848.317383>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4146.057129, 339.000000, 10850.296875>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4146.136230, 339.000000, 10850.346680>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4146.206543, 339.000000, 10850.535156>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4146.068848, 339.000000, 10852.170898>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4146.002930, 338.999969, 10853.945313>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4146.809082, 339.000000, 10855.572266>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4147.114258, 338.999969, 10856.149414>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4147.674316, 339.000000, 10855.698242>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4148.190430, 339.000000, 10855.345703>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4148.941895, 339.000031, 10856.207031>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4149.592773, 339.000031, 10857.034180>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4149.629883, 339.000000, 10858.695313>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4149.796875, 339.000000, 10860.331055>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4150.558594, 338.999969, 10861.119141>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4151.355469, 339.000000, 10861.946289>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4151.371094, 339.000000, 10862.005859>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4151.443848, 338.999969, 10862.094727>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4152.372559, 339.000000, 10862.674805>)
2:9:52 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4153.340820, 339.000000, 10863.349609>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4157.450684, 339.000000, 10870.915039>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4160.559082, 339.000000, 10879.354492>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4160.579102, 339.000031, 10879.413086>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4160.597168, 339.000031, 10879.468750>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4160.616699, 339.000000, 10879.527344>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4160.634766, 339.000000, 10879.583008>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4160.653809, 339.000000, 10879.641602>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4162.018066, 339.000000, 10883.433594>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4163.331055, 339.000000, 10887.082031>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4163.347656, 339.000000, 10887.133789>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4163.366699, 339.000000, 10887.194336>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4163.393555, 339.000000, 10887.277344>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4163.422363, 339.000000, 10887.366211>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4164.776855, 339.000000, 10891.127930>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.015625, 339.000000, 10894.844727>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.975586, 338.999969, 10894.908203>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.887695, 339.000000, 10895.002930>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.789063, 339.000000, 10895.102539>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.531250, 339.000000, 10895.296875>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.278809, 339.000000, 10895.562500>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.617188, 339.000000, 10897.430664>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.012207, 339.000000, 10899.628906>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.315918, 339.000000, 10901.458008>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.595215, 339.000000, 10903.172852>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.517578, 339.000000, 10903.243164>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.450684, 339.000000, 10903.518555>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.376953, 339.000000, 10906.689453>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.344238, 339.000000, 10907.706055>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.235352, 339.000000, 10907.767578>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.138672, 339.000000, 10907.933594>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.341309, 339.000000, 10909.742188>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.511230, 339.000000, 10911.399414>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.439941, 339.000000, 10911.555664>)
2:9:53 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.356445, 339.000000, 10911.888672>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.247559, 339.000031, 10913.929688>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.141113, 339.000000, 10916.029297>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.232910, 339.000000, 10918.061523>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.232422, 339.000031, 10919.120117>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.224609, 338.997253, 10920.229492>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.105469, 338.970459, 10922.463867>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.996582, 338.941864, 10924.507813>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.994141, 338.940704, 10924.567383>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.992676, 338.938751, 10924.663086>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.029297, 338.905151, 10926.331055>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.980957, 338.815796, 10929.988281>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.917969, 338.774475, 10931.557617>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.916016, 338.773224, 10931.609375>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.912598, 338.770905, 10931.705078>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.872070, 338.723846, 10933.675781>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.835938, 338.687592, 10935.498047>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.832520, 338.687073, 10935.554688>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.828613, 338.685699, 10935.703125>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.786133, 338.664551, 10937.993164>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.693848, 338.635681, 10942.528320>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.691895, 338.635559, 10942.570313>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.688965, 338.635437, 10942.623047>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.685059, 338.635071, 10942.754883>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.648926, 338.629639, 10944.812500>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.615723, 338.624634, 10946.709961>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.612305, 338.624481, 10946.771484>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.609375, 338.624329, 10946.830078>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.574707, 338.621460, 10948.904297>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.541504, 338.619995, 10950.897461>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.538574, 338.619995, 10950.955078>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.535156, 338.619995, 10951.050781>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.502441, 338.619995, 10953.047852>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.479492, 338.653687, 10954.775391>)
2:9:54 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.486328, 338.841461, 10956.191406>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.304688, 339.434692, 10967.170898>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.428223, 339.631165, 10972.125000>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.427246, 339.637543, 10972.141602>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.427246, 339.643463, 10972.157227>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.437988, 339.652771, 10972.183594>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.448730, 339.661865, 10972.208984>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.452637, 339.670685, 10972.233398>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.458496, 339.689819, 10972.285156>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.423828, 338.417694, 10978.811523>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.480957, 338.414001, 10981.534180>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.484375, 338.413910, 10981.609375>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.488281, 338.413757, 10981.694336>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.485840, 338.413666, 10981.752930>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.484863, 338.413605, 10981.814453>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.497070, 338.413635, 10981.785156>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.510742, 338.413666, 10981.752930>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.579102, 338.410004, 10984.394531>)
2:9:56 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4165.645020, 338.410004, 10986.931641>)
2:11:7 | "Survivor" (steamid=76561198966041256) Spawned Item: (RFFSHeli_EC135)
2:11:11 | "Survivor" (steamid=76561198966041256) Spawned Item: (RFFSHeli_EC135)
2:11:14 | "Survivor" (steamid=76561198966041256) toggled godmode
2:11:55 | "Survivor" (steamid=76561198966041256) deleted object "RFFSHeli_wiring_harness" (pos=<4156.599121, 338.785431, 10949.140625>)
2:11:58 | "Survivor" (steamid=76561198966041256) deleted object "RFFSHeli_hydraulic_hoses" (pos=<4156.599121, 338.940186, 10949.140625>)
2:12:1 | "Survivor" (steamid=76561198966041256) deleted object "HeadlightH7" (pos=<4156.599121, 338.662476, 10949.140625>)
2:12:3 | "Survivor" (steamid=76561198966041256) deleted object "HeadlightH7" (pos=<4156.599121, 338.662476, 10949.140625>)
2:12:6 | "Survivor" (steamid=76561198966041256) deleted object "RFFSHeli_igniter_plug" (pos=<4156.599121, 338.643738, 10949.140625>)
2:12:10 | "Survivor" (steamid=76561198966041256) deleted object "RFFSHeli_EC135" (pos=<4157.984863, 338.657288, 10947.343750>)
2:16:32 | "Survivor" (steamid=76561198966041256) deleted object "RFFSHeli_aviation_battery" (pos=<4154.824707, 338.679474, 10949.263672>)
2:17:23 | "Survivor" (steamid=76561198966041256) Spawned Item: (RFFSHeli_aviation_battery)
2:17:24 | "Survivor" (steamid=76561198966041256) Spawned Item: (RFFSHeli_aviation_battery)
2:24:40 | Player "Survivor" (steamId=76561198966041256) disconnected from server.
